p <n3>	<n971>
p <n3>	<n971>
p <n4>	<n971>
p <n4>	<n971>
p <n4>	<n971>
p <n33>	<n971>
q <n36>	<n956>
p <n36>	<n964>
q <n36>	<n971>
p <n39>	<n971>
q <n39>	<n956>
p <n39>	<n964>
q <n44>	<n971>
p <n44>	<n971>
q <n44>	<n971>
p <n50>	<n971>
q <n51>	<n971>
p <n56>	<n971>
q <n56>	<n971>
p <n56>	<n971>
q <n57>	<n956>
p <n57>	<n964>
q <n62>	<n956>
p <n62>	<n964>
q <n63>	<n971>
p <n63>	<n971>
q <n16>	<n971>
p <n17>	<n956>
q <n17>	<n964>
p <n17>	<n971>
q <n17>	<n971>
p <n74>	<n971>
q <n74>	<n971>
p <n74>	<n971>
q <n75>	<n956>
p <n75>	<n964>
q <n78>	<n971>
p <n78>	<n971>
q <n81>	<n971>
p <n81>	<n971>
q <n81>	<n971>
p <n82>	<n956>
q <n82>	<n964>
p <n84>	<n971>
q <n84>	<n956>
p <n84>	<n964>
q <n84>	<n971>
p <n84>	<n971>
q <n86>	<n971>
p <n89>	<n956>
q <n89>	<n964>
p <n65>	<n971>
q <n66>	<n956>
p <n66>	<n964>
q <n25>	<n971>
p <n26>	<n971>
q <n29>	<n971>
p <n42>	<n971>
q <n42>	<n971>
p <n42>	<n971>
q <n43>	<n971>
p <n43>	<n971>
q <n49>	<n971>
p <n61>	<n971>
